Name,active,url,name,start,end,pos,height,weight,birthdate,college
Ron Harper,0,http://www.basketball-reference.com/players/h/harpero01.html,Ron Harper,1987,2001,G-F,6-6,185,"January 20, 1964",Miami University
John Williams,0,http://www.basketball-reference.com/players/w/willijo02.html,John Williams,1987,1995,F-C,6-8,235,"October 26, 1966",Louisiana State University
Kevin Durant,1,http://www.basketball-reference.com/players/d/duranke01.html,Kevin Durant,2008,2016,F,6-9,240,"September 29, 1988",University of Texas at Austin
Trent Tucker,0,http://www.basketball-reference.com/players/t/tucketr01.html,Trent Tucker,1983,1993,G,6-5,193,"December 20, 1959",University of Minnesota
Bob Sims,0,http://www.basketball-reference.com/players/s/simsbo01.html,Bob Sims,1962,1968,G-F,6-5,220,"October 9, 1938",Pepperdine University
Charlie Villanueva,1,http://www.basketball-reference.com/players/v/villach01.html,Charlie Villanueva,2006,2016,F,6-11,232,"August 24, 1984",University of Connecticut
Johnny Macknowski,0,http://www.basketball-reference.com/players/m/macknjo01.html,Johnny Macknowski,1950,1951,G-F,6-0,180,"January 7, 1923",Seton Hall University
Ken McBride,0,http://www.basketball-reference.com/players/m/mcbrike01.html,Ken McBride,1955,1955,G-F,6-3,190,,University of Maryland Eastern Shore
Desmond Penigar,0,http://www.basketball-reference.com/players/p/penigde01.html,Desmond Penigar,2004,2004,F,6-7,245,"July 16, 1981",Utah State University
Devyn Marble,1,http://www.basketball-reference.com/players/m/marblde01.html,Devyn Marble,2015,2016,G-F,6-6,200,"September 21, 1992",University of Iowa
Ira Bowman,0,http://www.basketball-reference.com/players/b/bowmair01.html,Ira Bowman,2000,2002,G,6-5,195,"June 11, 1973",University of Pennsylvania
Chris Johnson,1,http://www.basketball-reference.com/players/j/johnsch04.html,Chris Johnson,2013,2016,F-G,6-6,206,"April 29, 1990",University of Dayton
Chris Wilcox,0,http://www.basketball-reference.com/players/w/wilcoch01.html,Chris Wilcox,2003,2013,F,6-10,221,"September 3, 1982",University of Maryland
George Gervin*,0,http://www.basketball-reference.com/players/g/gervige01.html,George Gervin*,1973,1986,G-F,6-7,180,"April 27, 1952",Eastern Michigan University
Morlon Wiley,0,http://www.basketball-reference.com/players/w/wileymo01.html,Morlon Wiley,1989,1995,G,6-4,185,"September 24, 1966","California State University, Long Beach"
Carey Scurry,0,http://www.basketball-reference.com/players/s/scurrca01.html,Carey Scurry,1986,1988,F,6-7,188,"December 4, 1962",Long Island University
George Thompson,0,http://www.basketball-reference.com/players/t/thompge01.html,George Thompson,1970,1975,G,6-2,200,"November 29, 1947",Marquette University
Cliff Williams,0,http://www.basketball-reference.com/players/w/willicl01.html,Cliff Williams,1969,1969,G,6-3,180,"April 15, 1945",Bowling Green State University
Mike Morrison,0,http://www.basketball-reference.com/players/m/morrimi01.html,Mike Morrison,1990,1990,G,6-4,195,"August 16, 1967",Loyola College in Maryland
Maury King,0,http://www.basketball-reference.com/players/k/kingma01.html,Maury King,1960,1963,G,6-2,195,"March 12, 1935",University of Kansas
Shannon Brown,1,http://www.basketball-reference.com/players/b/brownsh01.html,Shannon Brown,2007,2015,G,6-4,205,"November 29, 1985",Michigan State University
Otis Birdsong,0,http://www.basketball-reference.com/players/b/birdsot01.html,Otis Birdsong,1978,1989,G,6-3,190,"December 9, 1955",University of Houston
Alex Hannum*,0,http://www.basketball-reference.com/players/h/hannual01.html,Alex Hannum*,1950,1957,F-C,6-7,210,"July 19, 1923",University of Southern California
Archie Dees,0,http://www.basketball-reference.com/players/d/deesar01.html,Archie Dees,1959,1962,F-C,6-8,205,"February 22, 1936",Indiana University
Mike Harris,1,http://www.basketball-reference.com/players/h/harrimi01.html,Mike Harris,2008,2014,F,6-6,240,"June 15, 1983",Rice University
John Brisker,0,http://www.basketball-reference.com/players/b/briskjo01.html,John Brisker,1970,1975,F-G,6-5,210,"June 15, 1947",University of Toledo
Ed Mikan,0,http://www.basketball-reference.com/players/m/mikaned01.html,Ed Mikan,1949,1954,C-F,6-8,230,"October 20, 1925",DePaul University
Brian Evans,0,http://www.basketball-reference.com/players/e/evansbr01.html,Brian Evans,1997,1999,F,6-8,220,"September 13, 1973",Indiana University
Jeff Slade,0,http://www.basketball-reference.com/players/s/sladeje01.html,Jeff Slade,1963,1963,F,6-6,220,"March 1, 1941",Kenyon College
Hal Greer*,0,http://www.basketball-reference.com/players/g/greerha01.html,Hal Greer*,1959,1973,G-F,6-2,175,"June 26, 1936",Marshall University
Wally Osterkorn,0,http://www.basketball-reference.com/players/o/osterwa01.html,Wally Osterkorn,1952,1955,F-C,6-5,215,"July 6, 1928",University of Illinois at Urbana-Champaign
Paul Westphal,0,http://www.basketball-reference.com/players/w/westppa01.html,Paul Westphal,1973,1984,G,6-4,195,"November 30, 1950",University of Southern California
John Block,0,http://www.basketball-reference.com/players/b/blockjo01.html,John Block,1967,1976,F-C,6-9,207,"April 16, 1944",University of Southern California
Dick Schnittker,0,http://www.basketball-reference.com/players/s/schnidi01.html,Dick Schnittker,1951,1958,F,6-5,200,"May 27, 1928",Ohio State University
Jarron Collins,0,http://www.basketball-reference.com/players/c/collija03.html,Jarron Collins,2002,2011,F-C,6-11,255,"December 2, 1978",Stanford University
Jack Toomay,0,http://www.basketball-reference.com/players/t/toomaja01.html,Jack Toomay,1948,1950,C-F,6-6,215,"August 9, 1922",University of the Pacific
Marlbert Pradd,0,http://www.basketball-reference.com/players/p/praddma01.html,Marlbert Pradd,1968,1969,G,6-3,170,"November 17, 1944",Dillard University
Mike Williams,0,http://www.basketball-reference.com/players/w/willimi03.html,Mike Williams,1990,1990,F,6-8,255,"August 14, 1963",Bradley University
Harry Gallatin*,0,http://www.basketball-reference.com/players/g/gallaha01.html,Harry Gallatin*,1949,1958,F-C,6-6,210,"April 26, 1927",Truman State University
Rudy Gobert,1,http://www.basketball-reference.com/players/g/goberru01.html,Rudy Gobert,2014,2016,C,7-1,245,"June 26, 1992",
Randy Holcomb,0,http://www.basketball-reference.com/players/h/holcora01.html,Randy Holcomb,2006,2006,F,6-9,225,"August 8, 1979",San Diego State University
Eric Williams,0,http://www.basketball-reference.com/players/w/willier01.html,Eric Williams,1996,2007,F,6-8,220,"July 17, 1972",Providence College
Jesse Dark,0,http://www.basketball-reference.com/players/d/darkje01.html,Jesse Dark,1975,1975,G,6-5,210,"September 2, 1951",Virginia Commonwealth University
David Lee,1,http://www.basketball-reference.com/players/l/leeda02.html,David Lee,2006,2016,F,6-9,245,"April 29, 1983",University of Florida
Ratko Varda,0,http://www.basketball-reference.com/players/v/vardara01.html,Ratko Varda,2002,2002,C,7-1,260,"May 6, 1979",
John Gianelli,0,http://www.basketball-reference.com/players/g/gianejo01.html,John Gianelli,1973,1980,C-F,6-10,220,"June 10, 1950",University of the Pacific
Gary Payton*,0,http://www.basketball-reference.com/players/p/paytoga01.html,Gary Payton*,1991,2007,G,6-4,180,"July 23, 1968",Oregon State University
Ned Endress,0,http://www.basketball-reference.com/players/e/endrene01.html,Ned Endress,1947,1947,F-G,6-2,200,"March 2, 1918",University of Akron
Audie Norris,0,http://www.basketball-reference.com/players/n/norriau01.html,Audie Norris,1983,1985,C,6-9,230,"December 18, 1960",Jackson State University
Bobby Rascoe,0,http://www.basketball-reference.com/players/r/rascobo01.html,Bobby Rascoe,1968,1970,G-F,6-4,205,"July 22, 1940",Western Kentucky University
Cory Jefferson,1,http://www.basketball-reference.com/players/j/jeffeco01.html,Cory Jefferson,2015,2016,F,6-9,218,"December 26, 1990",Baylor University
Steven Smith,0,http://www.basketball-reference.com/players/s/smithst03.html,Steven Smith,2007,2007,F,6-8,235,"April 12, 1983",La Salle University
Dave Lattin,0,http://www.basketball-reference.com/players/l/lattida01.html,Dave Lattin,1968,1973,F-C,6-6,225,"December 23, 1943",University of Texas at El Paso
Demetrius Calip,0,http://www.basketball-reference.com/players/c/calipde01.html,Demetrius Calip,1992,1992,G,6-1,165,"November 18, 1969",University of Michigan
Jerry Bird,0,http://www.basketball-reference.com/players/b/birdje01.html,Jerry Bird,1959,1959,F,6-6,210,"February 2, 1935",University of Kentucky
Luke Jackson,0,http://www.basketball-reference.com/players/j/jackslu02.html,Luke Jackson,2005,2008,F,6-7,215,"November 6, 1981",University of Oregon
Ronald Murray,0,http://www.basketball-reference.com/players/m/murraro01.html,Ronald Murray,2003,2010,G,6-4,190,"July 29, 1979",Shaw University
Pat Connaughton,1,http://www.basketball-reference.com/players/c/connapa01.html,Pat Connaughton,2016,2016,G,6-5,206,"January 6, 1993",University of Notre Dame
John Drew,0,http://www.basketball-reference.com/players/d/drewjo01.html,John Drew,1975,1985,F-G,6-6,205,"September 30, 1954",Gardner-Webb University
Ansley Truitt,0,http://www.basketball-reference.com/players/t/truitan01.html,Ansley Truitt,1973,1973,C,6-9,215,"August 24, 1950",University of California
Dave Jamerson,0,http://www.basketball-reference.com/players/j/jamerda01.html,Dave Jamerson,1991,1994,G-F,6-5,190,"August 13, 1967",Ohio University
Cole Aldrich,1,http://www.basketball-reference.com/players/a/aldrico01.html,Cole Aldrich,2011,2016,C,6-11,250,"October 31, 1988",University of Kansas
Dave Twardzik,0,http://www.basketball-reference.com/players/t/twardda01.html,Dave Twardzik,1973,1980,G,6-1,175,"September 20, 1950",Old Dominion University
Mel Peterson,0,http://www.basketball-reference.com/players/p/peterme01.html,Mel Peterson,1964,1970,G-F,6-4,185,"March 23, 1938",Wheaton College
Quinton Ross,0,http://www.basketball-reference.com/players/r/rossqu01.html,Quinton Ross,2005,2011,G,6-6,195,"April 30, 1981",Southern Methodist University
Josh Davis,0,http://www.basketball-reference.com/players/d/davisjo02.html,Josh Davis,2004,2012,F,6-8,235,"August 10, 1980",University of Wyoming
Jared Cunningham,1,http://www.basketball-reference.com/players/c/cunnija01.html,Jared Cunningham,2013,2016,G,6-4,195,"May 22, 1991",Oregon State University
Willie Jones,0,http://www.basketball-reference.com/players/j/joneswi01.html,Willie Jones,1961,1965,G,6-3,185,"June 29, 1936",Northwestern University
Jack Dwan,0,http://www.basketball-reference.com/players/d/dwanja01.html,Jack Dwan,1949,1949,F-G,6-4,200,"May 3, 1921",Loyola University of Chicago
Tang Hamilton,0,http://www.basketball-reference.com/players/h/hamilta01.html,Tang Hamilton,2002,2002,F,6-8,220,"May 26, 1978",Mississippi State University
Rich Johnson,0,http://www.basketball-reference.com/players/j/johnsri01.html,Rich Johnson,1969,1971,C,6-7,210,"December 18, 1946",Grambling State University
Melvin Turpin,0,http://www.basketball-reference.com/players/t/turpime01.html,Melvin Turpin,1985,1990,C,6-11,240,"December 28, 1960",University of Kentucky
Ben Clyde,0,http://www.basketball-reference.com/players/c/clydebe01.html,Ben Clyde,1975,1975,F,6-7,198,"June 10, 1951",Florida State University
Harvey Catchings,0,http://www.basketball-reference.com/players/c/catchha01.html,Harvey Catchings,1975,1985,C-F,6-9,218,"September 2, 1951",Hardin-Simmons University
Larry Moffett,0,http://www.basketball-reference.com/players/m/moffela01.html,Larry Moffett,1978,1978,F,6-8,210,"November 5, 1954","University of Nevada, Las Vegas"
Kelly McCarty,0,http://www.basketball-reference.com/players/m/mccarke01.html,Kelly McCarty,1999,1999,G-F,6-7,200,"August 24, 1975",University of Southern Mississippi
Joe Kopicki,0,http://www.basketball-reference.com/players/k/kopicjo01.html,Joe Kopicki,1983,1985,F,6-9,240,"June 12, 1960",University of Detroit Mercy
Nikola Vucevic,1,http://www.basketball-reference.com/players/v/vucevni01.html,Nikola Vucevic,2012,2016,C,7-0,260,"October 24, 1990",University of Southern California
C.J. McCollum,1,http://www.basketball-reference.com/players/m/mccolcj01.html,C.J. McCollum,2014,2016,G,6-4,200,"September 19, 1991",Lehigh University
Leland Mitchell,0,http://www.basketball-reference.com/players/m/mitchle01.html,Leland Mitchell,1968,1968,G,6-4,210,"February 22, 1941",Mississippi State University
John Barnhill,0,http://www.basketball-reference.com/players/b/barnhjo01.html,John Barnhill,1963,1972,G,6-1,180,"March 20, 1938",Tennessee State University
DeJuan Wheat,0,http://www.basketball-reference.com/players/w/wheatde01.html,DeJuan Wheat,1998,1999,G,6-0,165,"October 14, 1973",University of Louisville
Richard Rellford,0,http://www.basketball-reference.com/players/r/rellfri01.html,Richard Rellford,1988,1988,F,6-6,230,"February 16, 1964",University of Michigan
Christian Eyenga,0,http://www.basketball-reference.com/players/e/eyengch01.html,Christian Eyenga,2011,2012,F,6-5,210,"June 22, 1989",
Jay Arnette,0,http://www.basketball-reference.com/players/a/arnetja01.html,Jay Arnette,1964,1966,G,6-2,175,"December 19, 1938",University of Texas at Austin
Kaniel Dickens,0,http://www.basketball-reference.com/players/d/dickeka01.html,Kaniel Dickens,2004,2008,F,6-8,215,"July 21, 1978",University of Idaho
Les Pugh,0,http://www.basketball-reference.com/players/p/pughle01.html,Les Pugh,1949,1950,C-F,6-7,190,"September 18, 1923",Ohio State University
Eddie Hughes,0,http://www.basketball-reference.com/players/h/hugheed01.html,Eddie Hughes,1988,1990,G,5-10,165,"May 26, 1960",Colorado State University
Rod Thorn,0,http://www.basketball-reference.com/players/t/thornro01.html,Rod Thorn,1964,1971,G,6-4,195,"May 23, 1941",West Virginia University
Danny Ferry,0,http://www.basketball-reference.com/players/f/ferryda01.html,Danny Ferry,1991,2003,F,6-10,230,"October 17, 1966",Duke University
Brian Cardinal,0,http://www.basketball-reference.com/players/c/cardibr01.html,Brian Cardinal,2001,2012,F,6-8,245,"May 2, 1977",Purdue University
Josh McRoberts,1,http://www.basketball-reference.com/players/m/mcrobjo01.html,Josh McRoberts,2008,2016,F,6-10,240,"February 28, 1987",Duke University
Ramon Rivas,0,http://www.basketball-reference.com/players/r/rivasra01.html,Ramon Rivas,1989,1989,F-C,6-10,260,"June 3, 1966",Temple University
Kosta Koufos,1,http://www.basketball-reference.com/players/k/koufoko01.html,Kosta Koufos,2009,2016,C,7-0,265,"February 24, 1989",Ohio State University
Bobby Lloyd,0,http://www.basketball-reference.com/players/l/lloydbo01.html,Bobby Lloyd,1968,1969,G,6-2,184,"January 3, 1946",Rutgers University
Sherwin Raiken,0,http://www.basketball-reference.com/players/r/raikesh01.html,Sherwin Raiken,1953,1953,G,6-2,185,"October 29, 1928",Villanova University
Johnny Austin,0,http://www.basketball-reference.com/players/a/austijo01.html,Johnny Austin,1967,1968,G,6-0,170,"August 31, 1944",Boston College
Josh Richardson,1,http://www.basketball-reference.com/players/r/richajo01.html,Josh Richardson,2016,2016,G,6-6,200,"September 15, 1993",University of Tennessee
Lonnie Lynn,0,http://www.basketball-reference.com/players/l/lynnlo01.html,Lonnie Lynn,1970,1970,F,6-7,215,"May 24, 1943",Wilberforce University
Elgin Baylor*,0,http://www.basketball-reference.com/players/b/bayloel01.html,Elgin Baylor*,1959,1972,F,6-5,225,"September 16, 1934",Seattle University
Dajuan Wagner,0,http://www.basketball-reference.com/players/w/wagneda02.html,Dajuan Wagner,2003,2007,G,6-2,200,"February 4, 1983",University of Memphis
Tom Owens,0,http://www.basketball-reference.com/players/o/owensto01.html,Tom Owens,1972,1983,C-F,6-10,215,"June 28, 1949",University of South Carolina
Francis O'Hanlon,0,http://www.basketball-reference.com/players/o/ohanlfr01.html,Francis O'Hanlon,1971,1971,G,6-1,175,"August 24, 1948",Villanova University
Tom Brennan,0,http://www.basketball-reference.com/players/b/brennto01.html,Tom Brennan,1955,1955,F,6-3,195,"August 6, 1930",Villanova University
Shabazz Muhammad,1,http://www.basketball-reference.com/players/m/muhamsh01.html,Shabazz Muhammad,2014,2016,G-F,6-6,223,"November 13, 1992","University of California, Los Angeles"
Wes Unseld*,0,http://www.basketball-reference.com/players/u/unselwe01.html,Wes Unseld*,1969,1981,C-F,6-7,245,"March 14, 1946",University of Louisville
Jerry Smith,0,http://www.basketball-reference.com/players/s/smithje01.html,Jerry Smith,2012,2012,G,6-2,190,"September 26, 1987",University of Louisville
Jim McIlvaine,0,http://www.basketball-reference.com/players/m/mcilvji01.html,Jim McIlvaine,1995,2001,C,7-1,240,"July 30, 1972",Marquette University
Jerel McNeal,1,http://www.basketball-reference.com/players/m/mcneaje01.html,Jerel McNeal,2015,2015,G,6-3,200,"June 1, 1987",Marquette University
Dave Cowens*,0,http://www.basketball-reference.com/players/c/cowenda01.html,Dave Cowens*,1971,1983,C-F,6-9,230,"October 25, 1948",Florida State University
